Word,Count
MUSSARELA,1
ninguém,771
certa,148
pena,252
cadeia,207
veia,21
convém,29
acaso,50
saia,38
despesa,17
democracia,244
Mao,6
inaceitável,4
on,5
imprensa,194
deixe,69
nº,1
derrubado,18
Crivella,177
homofobia,81
Câmara,31
Bíblia,35
laico,9
confiar,49
mistura,27
religião,56
escândalo,15
niobio,6
tornar,59
moeda,21
valiosa,3
alegou,5
queria,339
comprometer,7
funcionalismo,18
iria,151
agrada,9
determinar,7
gastar,23
Copiando,12
colando,3
loucura,54
lançado,11
recentemente,36
oq,244
video,110
compartilhando,49
propaganda,124
vendo,270
1o,13
acontecer,184
existirão,1
guia,5
2o,6
JB,61
século,24
tecnologia,15
tomando,22
informações,51
insiste,27
fingir,33
cega,36
apontando,17
ISTOÉ,7
independente,97
Ahhhh,11
pede,50
morte,149
castração,9
vagabundo,328
defendendo,147
pqp,224
fogo,31
inferno,104
rabo,48
amigão,20
exercer,10
levantou,9
arma,348
trabalha,75
cheguei,33
seguinte,79
concorda,93
existem,176
unicamente,8
mito',4
angariar,5
ORCRIM,28
texto,117
ótimo,141
mergulha,2
mares,1
Conduz,1
guarda,24
ler,193
guinada,10
arquitetado,3
arrasar,2
destrui,1
perdendo,58
soltar,21
delinquente,18
daqui,159
vence,26
Lularápio,13
GloboLixo,73
categoria,29
inteligência,92
limitada,12
chamar,215
opõem,3
jornal,147
extra,14
Alerj,7
projeto,290
incentivar,15
planejamento,4
familiar,6
Dep,28
Picciani,4
perfil,275
Dólar,13
guerra,136
comercial,5
narco,11
Estadão,86
vento,21
polpa,2
direção,32
palácio,3
transformar,22
animal,52
otimo,10
ditadura,204
solteira_SP,1
Coluna,29
Miguel,9
Lago,4
tara,18
pseudo,26
Crusoé,9
Bolsomito,74
meia,23
Garotinho,7
conseguiram,20
Cabral,24
conseguirem,11
juntamente,12
votarão,13
patrocinaram,1
saque,1
famoso,87
Colatina,1
elogiado,4
Brilha,11
consigo,113
avaliar,16
tonto,14
grita,24
fecobat'''''',1
juro,79
brigar,31
amiga,153
SABRINA,2
PS,40
situação,143
difícil,233
disposição,13
vitória,110
açaí,6
dever,33
meios,8
comunicação,17
tradicional,13
principalmente,162
empadinha,1
cagada,31
imaginando,12
bando,146
desesperado,114
articulando,12
sacanagem,34
sonho,101
bonito,89
demorar,13
belo,26
argumento,320
imparcial,24
analisar,60
visão,89
apresentar,44
ruins,31
palavra,285
incoerência,37
dicionário,8
Ue,24
homofóbico,210
porra,415
farinha,5
saco,77
liberal,203
plena,19
mercado,133
risco,73
possa,62
vir,105
intervir,13
anteriores,9
tranquilo,45
garantia,19
isentão,71
aumento,23
IPTU,4
taxação,1
inativos,3
dane,19
participar,37
PSOL,91
perderam,29
sistemas,3
vencer,52
TerçaLivre,5
folga,12
ni,6
palos,1
discierne,1
decía,1
el,42
si,128
fuera,3
tan,4
simple,228
influir,2
Op,45
AMLO,2
debería,3
haber,2
ganado,1
ganó,1
Doria,127
deberían,2
depende,53
politico,136
votam,53
galerinha,29
lacre,30
kk,91
prof,27
disfarça,6
excelente,121
repleto,8
significa,121
compartilhar,49
resolvida,8
pariu,13
juiz,78
Moro,276
Curitiba,50
RETROSPECTIVA,2
DesesperoDosCorruptos,2
escuta,20
jeito,339
agenda,96
contrária,13
escutará,2
agricultores,6
solucionará,2
chamam,62
extremista,81
intolerante,56
menina,122
odeia,120
feminismo,55
vítima,92
respirei,2
MUUUUUUUITO,2
fundo,86
fechar,53
atenção,168
expulsão,4
escola,148
oficiais,20
terrorista,119
goato,1
risível,4
Monark,18
sugiro,30
alterar,12
ABRANGER,2
estupradores,18
creio,91
cura,38
doença,129
ficaadica,11
incrível,82
típico,45
Instagram,84
copiou,4
usado,36
retratar,9
removido,3
expôs,6
apagá,1
irregular,2
Zeca,1
regulamentação,7
Cannabis,1
período,33
ergue,2
novamente,97
urna,191
encarcerado,7
misogenia,1
perigoso,57
transformá,3
bebum,2
advento,1
doente,171
falo,124
deixando,42
prova,253
penso,127
lembro,88
debater,66
teimosa,3
carrega,14
legal,199
lembre,27
horror,21
afora,1
internacional,29
causou,14
memória,19
joga,5
passado,141
colo,33
sabemos,158
aconteceu,104
insistem,12
culpar,19
manchar,2
completamente,58
indiferente,1
mensalão,20
andam,20
bilionário,6
elite,45
incapaz,21
identificar,3
programa,156
quantidade,72
espalhou,3
naquilo,6
curiosidade,17
bolso,169
ausentões,1
qse,6
votacoes,2
populacao,4
desgradarem,1
isentao,12
tuite,12
chamo,24
ausentao,1
gigantesca,8
MakeBRAZILGreatAgain,2
garantir,41
deslize,6
artista,188
motivo,338
carreira,74
namorada,4
lançou,1
clipe,358
machismo,41
juntando,14
casão,2
Tomanocu,3
foda,322
aposente,1
salario,11
fome,45
Cuidado,120
cai,84
labia,1
naipe,12
bolsso,1
especula,1
superam,2
solenidade,1
base,126
quebrada,15
proponente,1
imposto,95
sindical,1
cansa,28
autorizada,4
interessante,99
homenageado,4
conversando,31
fiquei,107
feliz,114
putaria,31
levantando,4
beber,9
cerveja,15
tentando,218
pastores,29
rir,110
STAND,2
up,20
criatura,33
chacina,13
crucificado,2
cristão,156
ate,168
INCITACAO,2
razao,5
mera,11
ironia,55
claramente,105
dica,76
patrões,12
funcionária,7
reduzir,25
igualdade,32
impressiona,14
Épico,11
cumpre,10
torço,36
aconteça,29
visibilidade,55
alavancar,14
tbm,391
humanidade,49
comum,82
eleitorado,98
majoritariamente,5
religioso,27
defendem,121
valores,64
familiares,22
tento,24
cana,5
fode,42
Bora,67
fé,85
café,24
quente,16
cuidando,4
BolsonaroNeles,21
responde,2
gif,23
raciocinar,9
enfim,123
sai,189
hetero,98
embuste,89
Leiam,32
mana,43
gostar,131
safe,3
pesquisou,16
msm,242
pesquisar,107
tenta,89
recebe,44
descobri,69
maravilhoso,47
descurtir,3
salvação,38
argumentar,30
Beatriz,3
exalta,13
bandeira,80
estados,17
propõe,46
vale,200
metodo,2
Datafolha,9
tb,330
internet,272
candidatado,2
turma,157
duvida,48
duvidou,2
surpreende,41
surpreender,11
disseram,51
votariam,23
listados,1
dentre,23
dúvidas,89
conservador,175
coautor,2
significado,17
resto,222
dura,24
inteira,37
impunemente,2
pregando,12
benção,11
escandalosamente,1
diabo,49
mandar,119
ngc,3
postou,67
print,37
orgulhosa,4
lembravam,1
falava,57
carona,15
Deletaram,1
Allan,13
recuperou,3
perdeu,119
seguia,20
sorriso,11
aproximar,10
Israel,57
Julie,1
adorei,21
kkkkk,410
cebola,4
comida,25
come,61
apoiaram,35
analfabeto,61
Blog,30
sócio,8
Diferentemente,1
Malthus,4
Leia,99
artigo,57
apresentam,14
facista,53
pergunta,240
temem,11
deveriam,109
seguida,29
Acesse,4
YouTube,78
consideração,22
enfia,30
cu,206
outdor,4
atitude,158
OTAVIO,2
ideia,533
luto,13
retardar,2
puder,24
protagonizado,3
aloprado,14
Favreto,19
PARTICIPASSE,1
ROTULAM,2
votaria,61
poupe,56
declaração,85
contrasta,1
durão,2
PTralhada,6
enganam,10
Joice,41
cidadão,229
visita,8
conversamos,6
Ana,6
entrevistou,4
IMPERDÍVEL,7
compartilha,35
questionamento,16
necessariamente,24
ignorância,122
pensar,228
caro,93
DEM,78
TSE,62
qualidade,66
RetuiteSeVoce,1
flamenguista,8
tentam,44
carimbar,1
desqualificando,2
oposição,96
corrupta,47
cola,43
poste,23
idiotizar,2
abndonaro,1
hipócrita,132
gatão,3
padrão,36
energia,32
tnc,28
dei,58
sugestão,27
trocar,38
Joana,5
pernambucano,3
homenagem,40
esportista,2
perito,6
besteira,48
Levei,5
block,44
detona,6
verdades,40
engano,44
formado,29
especialização,3
INCONFORMISMO,1
espalhada,6
pombo,9
talkei,19
Hahahahahahahahahha,1
mano,460
pegaram,10
criticando,71
trocaram,8
previsíveis,3
homossexual,61
Bolsoasno,13
pequena,51
facção,9
genocida,25
instalou,6
arrebanhou,1
unf,24
Imagine,69
assinado,8
começaram,45
gastei,2
Cade,29
lazarento,3
postinho,2
torturadores,17
ungido,8
lembra,100
Cristo,28
votado,43
ibt,1
toma,72
cansei,22
ouvir,207
errado,320
numero,22
aceitável,9
parlamentares,51
números,44
PST,1
PTB,10
PV,6
critique,4
mamata,37
jornalismo,80
norte,20
tendenciosa,27
sozinho,90
confesso,33
preocupa,56
urticária,3
esperaria,1
ações,54
cheio,87
toa,22
provavelmente,114
culpa,139
incompetência,21
vivam,5
pedrada,7
hein,207
kkkkkkkkkkkk,79
MeuTime98FC,1
visitar,18
urgência,12
altura,29
prefeitinho,6
corta,13
raiz,30
desestimula,1
resquício,7
podre,100
amgos,1
discussão,106
professores,59
chorar,71
trocam,5
ovo,36
escroto,104
traço,9
desistir,54
cheiro,11
laranja,20
ar,42
dureza,3
coleção,3
rotineira,1
moça,53
kkkkkk,330
Anulando,2
seca,13
bola,73
plmdds,6
proteja,9
esqueça,66
LUTE,10
sinceramente,104
roda,16
cansada,10
f1,1
qnd,58
rachar,7
cortando,7
onda,59
rindo,135
ala,29
chapadona,2
fumo,6
relaxar,2
raiva,87
converso,11
faça,173
dê,64
falei,184
regime,53
exceção,32
imbecis,36
Hahahaa,2
procurando,45
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,1
morrendo,23
sujeito,134
Siga,27
chame,14
convide,12
cafe,4
ande,5
contato,15
virtual,12
verme,89
americano,67
desarmamento,23
conselhos,6
papa,20
seguidor,33
segui,15
satanás,34
acredito,392
levantado,6
profissionais,18
Boça,3
vdd,105
porta,64
pastar,2
lamber,13
bota,31
fraquejada,16
digitais,6
mega,24
manifestação,36
alienado,68
Bia,17
midia,52
coloca,123
privatizar,27
permanecem,5
páreo,9
acaba,140
voltar,158
assistência,1
federais,9
prioritariamente,1
sentiu,16
professora,41
concursada,1
nascida,1
criada,22
periferia,30
aprovada,20
dupla,26
jornada,3
apostar,29
sugerir,8
indique,9
companhia,26
aprovou,17
PSL17,10
sede,19
Roraima,7
COMUISTAS,1
GHC,1
estarão,24
caiam,11
salvará,4
votarem,14
assustado,5
popularidade,33
carregará,1
pecha,4
anticonservador,1
perdão,21
familia,87
típica,17
nordestina,10
ovelha,13
negra,51
vê,251
baixar,23
município,23
bandid,1
aguarde,19
lógica,97
aplicada,8
chefe,64
bairro,21
namora,12
última,87
saberemos,3
exclui,36
conduta,23
indevida,1
colocou,87
José,20
Dirceu,45
voltou,36
parlamento,19
militância,110
fale,79
inimigo,153
vandalizamos,1
got,2
TVD,1
pll,1
acabou,274
Antagonista,34
certíssima,6
falhar,7
destruir,99
malfeitos,3
desgraçada,12
BolsonaroPresidente2018,105
privatizou,2
pratica,32
enfrentando,6
obstaculos,1
viu,356
perceber,37
firmeza,11
provocar,10
entrevistar,10
venham,26
votações,33
pauta,126
bomba,53
pedem,19
votarmos,5
faltoso,3
some,16
beleza,76
afastando,4
propósito,33
ganham,17
amarrar,2
amordaçar,1
meliante,18
tomar,85
moço,41
