Word,Count
CiroRacista,5
NÃ,2
NANIM,1
NAM,1
EFITO,1
MÉZIM,1
pau,39
Holliday,6
Waack,6
cuzão,26
realidade,45
COMPROVADA,3
danificada,1
sozinho,25
seleção,2
brasileira,50
FIFA,1
turno,160
vencerá,4
presidenciais,7
bolão,1
time,20
campo,7
progressista,32
Ciro12,19
TimeCiroGomes,5
VemPraMassa,22
entrando,6
saindo,18
chateado,4
quase,88
RacistasNaopassarao,1
estimação,6
Ahhhhh,4
receber,29
Juíz,1
Moro,23
propôs,2
matar,20
elogia,9
piranha,2
terra,55
indo,28
junto,124
passou,57
noticiário,2
corrida,1
faltar,3
saberemos,3
elegermos,4
Alckimin,17
amissississimos,1
togados,1
tomou,37
nacionalista,16
Conte,5
BolsonaroArregão,16
perdeu,47
patrocínio,4
escambau,1
distinguir,3
preconceito,31
tt,6
voltando,4
origens,1
Kim,4
explicar,36
andou,6
sumido,2
cú,13
tirou,14
totalmente,27
raciais,1
Aposto,17
esquerdopata,33
precisamos,67
ajudar,36
inimigo,22
incoerente,14
anula,4
abertamente,13
Marx,10
propriedade,7
privada,23
relativizada,1
revogada,5
torcedor,4
reafirmo,1
hipótese,8
útil,5
posa,4
anão,2
natureza,9
cotado,5
investem,3
nomes,23
verme,27
vitória,34
Bélgica,7
SouDoTimeCiro,3
RumoAoHexa,2
fanfarrão,6
repugnante,7
CiroGomes12,2
revista,16
Aecio,8
validos,2
apelam,1
tosca,14
agressividade,5
Deixemos,2
falem,7
caravana,4
Abs,9
Parabenizo,1
coração,25
tentam,16
apoiadores,29
grau,8
desinformação,7
superficialidade,1
distorção,3
má,23
importa,25
válido,2
conversa,56
Infelizmente,53
interrupções,35
entrevistadores,46
Analisa,1
Entreguismo,4
informação,42
prova,80
perfis,8
diariamente,2
candidatura,69
defendendo,43
perder,86
processando,4
currículo,11
fracassado,33
ditador,63
hahahahaha,19
Aprenda,13
economicamente,5
gera,8
inflação,21
moeda,8
baixar,9
prefiro,47
diminua,1
MinarquismoNoBrasil,1
morrendo,13
chorar,19
atenção,48
reina,6
Faltou,22
kit,1
decidir,26
pose,4
transformou,5
derrota,16
atraí,1
sair,56
surra,14
cipó,2
falei,41
algum,106
convem,3
atacam,6
apesar,57
asqueroso,9
suportam,2
Mitooooooooo,1
Planalto,22
acontecendo,9
atacado,5
apagar,4
intensamente,6
noticiado,1
certa,44
atração,2
coletivista,2
inúmeras,6
contradição,15
liberdade,47
frase,77
estatização,2
empresa,106
regulamentação,3
InternetLab,2
divulga,6
principais,16
numericamente,1
1º,11
3º,6
4º,3
5º,3
prometer,1
entregar,16
20tri,1
mapeados,1
estatal,9
outubroe12confirma,1
Correio,5
revolta,6
PSD,2
negociando,6
últimos,31
PTB,6
golpista,58
cobiçado,2
farsante,2
Pombas,1
adia,1
decisão,21
DF,7
votou,32
PEC,10
teto,23
impeachment,15
RN,6
subir,8
honra,13
declarar,6
desespero,43
acasa,1
demonstrar,8
autenticidade,2
Consultor,2
Fórum,2
liberação,5
mexicano,14
veio,33
pequena,11
mazelas,2
raiz,5
paga,50
perguntando,9
interior,5
aceito,8
biquinho,2
rs,74
livro,30
hetero,3
sexual,6
mandei,2
pastar,1
interessante,33
mandarem,1
relaxar,1
opinião,105
escroto,27
convenhamos,4
passava,2
Fidel,5
fuzilava,1
perdoa,6
duzia,1
resumem,1
triste,39
mto,25
preocupar,8
oq,41
desculpa,69
nulo,13
Ora,21
fico,40
brabo,2
absolutamente,19
TodosComCiro,22
orgânica,1
bravo,11
tomo,3
rivotril,6
gastar,10
economizar,3
mãe,33
Ps,7
acaso,22
bloqueio,8
impôs,3
somado,4
ataque,1
ad,1
personam,1
reconhecer,9
incapacidade,4
pretensa,2
brabeza,1
deixarão,2
bola,32
solução,46
bolsonariana,2
leite,5
ornitorrinco,1
amazônico,1
Freire,19
pregando,3
modelo,34
inexequível,1
participou,12
discussões,3
subverteu,1
convicções,8
distúrbio,2
personalidade,7
ideológica,29
afeta,5
principalmente,46
memória,6
visita,18
Assis,2
gosto,73
pescotapeou,1
falido,7
Estadão,7
Ku,1
Klux,1
Folha,20
discorda,11
Lembrando,23
cortada,5
pronto,29
centro,56
pastor,17
humorista,6
sério,78
pessoal,77
exagera,3
Band,5
equilíbrio,9
emocional,10
assumir,26
Tiro,18
iludido,4
Considerando,7
acima,29
100k,1
Alvaro,3
Callegari,1
deixou,24
comissão,3
BNCC,2
virtude,8
discordância,1
ensino,9
alega,4
carta,10
medida,23
precisando,13
tensa,2
brigando,4
agredindo,1
feliz,36
gasto,34
BRASILLLLL,2
relaxa,7
estressada,2
trabalha,21
entretenimento,3
levada,3
surge,3
fizeram,51
vista,19
critica,43
recebido,25
super,43
espontâneo,5
rolou,2
batucada,2
espontânea,8
OsPingosNosIs,18
tira,28
tornozelo,1
serrote,1
baratíssimo,1
ofensiva,2
ansioso,7
chilique,9
Cunhado,2
Odair,11
posta,11
discussão,29
perturbando,1
amiga,22
caralho,44
apresentei,5
incorporou,1
passada,3
tendência,16
apoie,11
pontua,2
gerencimento,1
arremata,1
filme,21
favorito,12
balançado,1
huns,1
promete,19
trilhões,8
impossível,18
tdo,2
renovar,5
votarei,19
Obs,7
filiado,17
digo,31
OCRIN,2
olhem,8
buscar,19
cérebro,20
minhoca,5
eleitoral,47
coluna,15
esplanada,1
Mazzini,1
meme,25
aki,4
inflacionados,1
BH,4
online,13
funcionais,1
entendem,11
velocidade,1
associa,1
hahaha,38
saudando,2
López,3
Obrador,8
concessão,2
lembro,22
deem,4
senador,25
Ahhh,11
aconteceu,42
tecer,1
adivinhem,1
iria,34
sequestrar,1
embaixada,9
estúpida,5
modelito,3
identitário,1
excluída,1
promotora,1
Reclame,1
vá,50
catar,8
indignando,1
oportunismo,8
seguidora,1
estudando,9
importante,68
olho,44
sorte,35
DIALETOS,1
expressões,3
cultura,25
hmmm,4
voce,35
ae,15
boe,2
biscoito,4
âmbito,4
meter,11
indivíduo,14
perfeito,36
refutar,9
medíocre,13
faria,27
acalmo,1
parecido,15
testosterona,9
entendo,52
essência,5
jeito,73
soou,2
lúcido,8
coerente,29
encontro,35
drogado,10
Samuel,1
Celestino,1
Taí,11
mitada,3
majorvitorhugo,1
goias,1
jairbolsonaro,3
Namoral,2
Ouçam,3
quererem,2
intelegente,1
suficiente,31
enche,7
barriga,2
esvaziar,2
caráter,30
hahahah,7
acertou,6
companheiro,13
Aécio,48
Focaia,1
tarefa,8
indígena,1
promover,12
satisfação,2
integração,4
modo,26
preserve,2
culturais,2
locais,7
ouvindo,11
Blabla,1
mano,47
soltou,5
piu,1
souber,4
proximo,4
numero,7
dou,8
cidadã,2
Rodrigo,9
Samia,2
Bonfim,1
babaca,36
acusado,13
agressão,5
Hum,9
igualdade,21
LGBT,17
consegue,92
arma,31
econômico,24
lança,6
candidaro,1
divulgar,13
ofendendo,3
SENTIMOS,2
presença,10
dúvidas,18
criticam,7
conhecer,30
SalveBrizola,1
pesada,4
softman,1
Kkkkkkkkkjk,1
espancando,1
Chico,4
Francisco,5
lei,73
Foice,3
bilhão,18
isenções,1
fiscais,4
multinacionais,1
continuam,12
hj,81
mostrou,27
calar,10
celeuma,1
declaração,13
ficais,1
resolve,12
rola,18
indica,10
agrada,6
indiquei,1
leitura,7
hemorróidas,2
atriz,2
Patricia,1
complexo,5
pequeno,20
faltam,10
manifestações,4
silêncio,20
suspeito,3
renovação,11
abracei,1
exatamebte,1
ng,1
ler,52
mente,39
afirmar,11
obrigatoriamente,1
Willian,2
opositor,4
cair,26
conveniente,8
elogiou,4
parou,4
concentram,2
riqueza,16
