Word,Count
desrespeito,130
empáfia,3
mude,33
conheçam,6
Abigail,2
Abigail2018,1
ComACaraEACoragemDoBrasil,1
detonando,6
janota,1
tucano,57
PrivatizaTudo,6
artigo,59
Juan,4
preguiça,54
ler,235
sociais,67
conservado,1
governar,36
arrume,1
idiota,511
creio,54
posiciono,1
nomes,30
questionada,54
bato,2
refletir,12
posicionar,25
variar,23
fiscalizada,2
população,212
podiam,22
mentir,40
contraponto,18
assisti,174
toa,45
marca,36
esquerdo,7
deitar,6
rolar,19
rumo,53
hexa,23
Angela,2
eleita,126
TRANSSEXUAL,3
imagens,14
bot,41
postagem,40
enviada,2
parar,184
repetir,68
chegou,117
caramba,60
twita,1
bobagens,58
beber,41
relaxar,5
fudido,19
aproveitar,27
finalmente,36
completaráseu,1
destino,26
Narco,2
votam,20
puta,69
correm,5
Estados,44
mula,36
Lute,16
coitado,87
ápice,11
bobo,26
fingir,35
morto,122
voto,671
marxismo,31
sera,45
ligou,4
Belgica,14
confirmei,6
apelando,11
racial,6
seguido,24
confuso,31
dialogo,14
copa,164
acabando,36
pressa,1
renda,55
declarada,4
casada,11
ensinar,57
existe,485
doutrinação,22
reflexão,16
pensar,212
conforto,13
residencia,1
multidão,20
preciso,180
precisaríamos,3
Suécia,17
fantasia,20
usando,126
última,80
parou,24
ex,108
Nãoé,3
desesperada,12
inconsequente,5
prazer,53
importar,17
Eta,6
desnaturada,1
Opa,60
Aposto,31
eleitora,31
jumenta,40
continuam,35
pressionando,4
impondo,8
compatíveis,2
instituição,14
ensino,41
afins,36
isenta,16
Tomem,7
QUARTÉIS,1
dizia,46
Antonio,4
Gramsci,7
ídolo,49
paradoxo,7
coia,4
eleitores,137
causam,15
amiga,94
queria,331
beijinho,7
fique,46
câncer,54
matar,159
comunicar,2
perceber,70
programinha,15
disc,1
terapeuta,2
aja,7
saco,67
opressores,13
processo,159
denunciando,7
tipos,27
deslize,2
caiem,1
amiguinha,12
excessivo,5
consumo,37
longo,39
dica,63
foda,228
bater,45
cola,47
porq,22
proteja,3
exterminar,14
Petrobrás,31
saqueada,2
trabalhadores,61
faxineiro,1
zoológico,2
sbc,2
canalhasmilvezes,1
BolsonaroPresidente,74
pensa,228
recado,17
citar,65
queremos,92
convicções,28
cátedra,2
deprimente,41
gosta,225
referência,71
postou,31
questionar,61
Simmmm,5
chegaram,25
mantemos,2
colocaria,7
comandar,9
levaram,33
buraco,29
usado,51
veio,110
tona,7
Peitar,3
Hahahahaha,105
lamber,4
chão,35
pisar,13
trabalhou,28
ignorou,9
provocar,12
conversar,64
médio,10
gostava,26
comecei,23
aguento,14
chato,78
causar,30
arrumar,35
conseguiu,176
estranho,70
seguidor,15
apoiador,34
Haa,6
comprado,12
mídia,182
cor,31
partidária,23
mecanismo,17
monopoliza,2
deveria,478
reaprender,1
escrever,65
aprende,41
Retweeted,87
saiu,225
gravou,6
ar,62
trata,93
recente,17
ignora,17
necessário,108
alerdando,1
presidenciável,65
consegui,59
encolher,1
alheia,28
VenezuelaAquiNao,1
olhada,24
tabela,6
engano,26
Uruguai,30
França,58
terça,5
certinho,20
censurou,2
insta,3
fascismo,175
bancada,626
ruralista,25
questionamento,85
gira,4
torno,17
composição,7
formamos,1
criatividade,9
frágeis,7
aq,10
consolo,5
Aproveitem,4
digam,16
cagão,15
aguentar,63
firme,75
sujeito,75
estaríamos,6
situação,171
suportável,1
xingando,13
tentando,184
populares,8
imploravam,1
sentasse,1
pouquinho,45
débil,7
acontece,181
ausente,7
diria,50
sandice,16
precisar,58
explicar,128
lei,498
permite,45
sacrifício,6
animal,49
ridícula,234
mortar,1
pequena,47
parcela,15
mataram,12
inclusive,264
pediam,1
império,9
Reino,6
sorte,150
cachorro,47
tratando,36
clubinho,3
Arnaldo,17
afirmando,25
acordei,7
imbecil,244
lambendo,6
ovo,32
Luladrão,38
cachaça,18
analfabeto,44
budista,3
islâmica,4
trouxa,65
hahahahah,21
Chivas,3
sozinho,55
contribuição,4
sindical,1
trabalhe,11
Ata,42
si,144
virão,7
mínimo,207
morrer,85
salafrário,2
feliz,98
ganhado,5
haha,65
capacho,28
patrão,19
pobre,388
iniciativa,8
concorrência,28
monopólio,22
cartel,1
malvadão,12
privada,31
gerenciando,1
bens,25
vide,41
telefonia,4
regra,80
clara,86
PNA,2
free,9
helicopter,1
rides,1
bancando,6
maiores,104
vende,37
operar,2
negócio,72
continuará,23
Amém,20
kkkkkkk,279
esquerdalha,60
patriotismo,2
significa,121
entreguismo,9
mineiro,8
CEMIG,2
retem,1
serviço,74
sinal,52
interrupções,279
reduzir,52
acabar,235
geram,7
típica,37
corrupta,34
roboanel,1
metro,13
Paulo,47
ganho,19
vivasso,4
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,6
compactua,8
fenômeno,14
perder,182
acrescentar,20
desenvolvimento,53
amadurecimento,2
Oh,47
raça,60
provavelmente,49
maçã,5
plantação,3
contaminada,6
bicho,54
maçã',1
ouviu,25
procurar,95
conteúdo,152
jurídico,15
informam,6
tendo,105
errada,87
acompanhado,14
reação,38
pronunciamento,4
promovem,4
desleal,8
desrespeitosa,14
seguir,101
choque,15
restrição,6
agricultura,12
familiar,16
funciona,136
fácil,271
TRF,20
legalizou,3
excepcionalidade,1
prima,6
cerveja,18
Amazônia,7
guardado,8
palíndromo,1
lançamento,3
chapa,42
tirou,78
forno,1
diva,21
unam,7
THC,6
danifica,3
faltando,27
parcialidade,24
retardada,182
PROERD,5
sujeita,7
demonstrado,6
episódio,39
demonstração,22
tribunal,28
favorável,30
exceção,21
confiar,18
incompetente,82
otario,21
empresário,77
devido,62
